,Description,Image_url
300,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e2/76/e276ba3a6a801b99d631682e56e5980dc811a5ea.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
301,Polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1b/5d/1b5d8be5e591d711b0514ffe4a17345d9f1b40b1.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
302,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/35/16/351680024999d168507cb5c58a95091848682d09.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
303,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/54/bf/54bfba41997ac475ae42e5dfb97c33548141e755.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
304,Cotton vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/a9/60/a9602ca962b4c19c410b288414dde9645160a016.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
305,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c5/39/c539122683b73dc719280d8198cd39a6f77a94d3.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
306,Cotton and silk T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6e/4b/6e4bd51206979d7be76601ec240a2333ce32e828.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
307,Linen jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/99/9b/999b4d0a0c400ef298b11f5a64d54d2c54291f0e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
308,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e8/4a/e84a8c338fe53aed9803f3c68e6b71e2bc626e60.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
309,Chest-pocket T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/21/15/211594b0e9409d53f5f7df8b4ea1535e698e92a9.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
310,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e9/29/e92983da622ac5539e7e53d1693f07b56aeb15d2.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
311,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/25/0f/250f371f1d1e8d889fa95f701682f05fd09e8da5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
312,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/73/f9/73f94092454c2b716dc89962893274498dfedbf9.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
313,T-shirt Long FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/6f/a1/6fa131ad907d1420313ac530d9fd4c23888631fd.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
314,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a5/aa/a5aa1ba5eb0e6c75128a125fa72ea0a0cbe0f781.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
315,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d0/1a/d01ae6c41f4c359f86644e76181c68bca76d36a1.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
316,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/bc/61/bc61196965d643d0908f3cd0b436d81ed8a45e1a.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
317,Vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/d7/31/d731ce5b7bcc8b7c5c2daead6f97ac49f0d7918e.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
318,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a3/c7/a3c7539ce7dce9fd22f34e83a124bcad1e23bfe4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
319,Sports vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/cc/f6/ccf60f0743f085e97b730fe71a39ca19e3e6a01b.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
320,Vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/99/36995a18b63083031f8961413a53ba787d0cf64d.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
321,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/df/cb/dfcb7467d858167614e15fa1d9ca2f8f4af355f4.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
322,Patterned T-shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/40/f2/40f24fd6898814ea496f4f58751a9f41ad80c637.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
323,T-shirt with a chest pocketModel,"http://lp2.hm.com/hmgoepprod?set=source[/ec/18/ec1825d85472c2747187b94cacc78591bb3d3192.jpg],origin[dam],category[men_edition_tshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
324,V-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/25/1d/251d55a20a8d1ee86eae42572e8aaafbdd4689c3.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
325,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1a/8f/1a8f1b3f99e1b690d5387893e2e8fbe82e3c0fb0.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
326,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/f2/5a/f25a351fdc8009bf05db1a42c21952a7fedd0bcf.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
327,Printed vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/f8/fef803de28ab42974ca0abae376346d9265c2a25.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
328,Vest top with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/20/ea/20eaf173a911dc4da24c9ae10da1ff51c2032d13.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
329,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/55/8a/558a300259f7cfac260b13e1dc53f75cc2adafc6.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
330,Jersey top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/65/8f/658fb3612893f7fc6c08d3daf02918a812d2e8b1.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
331,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/3d/cb/3dcba296de6d507b07b4baed6930efdfbc22e40d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
332,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c6/7a/c67a1121e9faa05e7ca48e3ab6ac269894053ef5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
333,Vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/10/73/1073061864cecc75c5892b45621a6d2340d70c82.jpg],origin[dam],category[men_tshirtstanks_tanks],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
334,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b8/9c/b89cd6f7fab1ae096be5bffe74e15d0d5d88845b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
335,Printed basketball vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/d6/b9/d6b984dc48c5e5b5f39a5236c8b024ae605ad694.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
336,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/92/de9225341098f4d47c96cc1ce2a870db2cc7e29a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
337,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5f/43/5f43ae66fba9bb48f8ae4d46dfd22f829c33e178.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
338,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6c/6d/6c6d5e39753718aac923494b2e0d0d147f0de56e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
339,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/90/31/9031dfc61bb84cdd043cffd36ee70fef47e2e9cd.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
340,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/83/29/8329c55aea2ac465d6b5d67913e6140296d09908.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
341,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/05/68/056833ddf740d4e888d83ef22cbd55f6e66d419d.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
342,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/24/8d/248d73aa803a3a4abbb858ba9e76610cf038d369.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
343,Patterned T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/0a/70/0a706fffad17827a79e2d844174a69035004492f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
344,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f9/6d/f96dfeda9a4ec8f22adafb63cdcd996bf612adb4.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
345,2-pack silk-blend T-shirtsModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/28/1f289d63bb3ccabe1b93988104533067c3658586.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
346,Vest top with a chest pocketModel,"http://lp2.hm.com/hmgoepprod?set=source[/d3/98/d3981eb5333a950f4da23ff700939784499eafa2.jpg],origin[dam],category[men_tshirtstanks_tanks],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
347,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/3c/38/3c38a97466fb061621cb80fa87f011608bdbe98f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
348,Patterned T-shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/ea/00/ea002ea9b731a87e91c16007cbd5509adebcb278.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
349,T-shirt Long FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/22/b0220e60f1943f3e7fdafd1e777a20f33f856130.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
350,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/70/6e/706ed8985b2136bb58e15c741eed0cfd6d854128.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
351,COOLMAX® polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/fb/85/fb850b5b2ddb18a804d0a465067b522d4b3728a3.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
352,Printed jersey topModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/9e/b09e1f099379308d3eaac1d8b01dfd0f5522fe3b.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
353,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b0/ea/b0ea7f34df3744ec2677ccb76595639313b563b3.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
354,Sports vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/6d/fd/6dfdec785b3e391bebee8bedb042da1f61ac8f60.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
355,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/ff/01/ff0146da26307b8ec8e3b85a2ff97d2519b6b741.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
356,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/85/e9/85e9c54678abc35cb00df009a021f0eb58fab313.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
357,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1f/5b/1f5b775dcdbfb7f0635a191dbd357b6aadbffb33.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
358,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/af/bb/afbb8c1ac1edfc1327ea6cce1c85b588fd1a1625.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
359,Sports top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/45/fe451d8abf7cdf46a2bcd360ad42c76b1eedc8a9.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
360,2-pack COOLMAX® T-shirtsModel,"http://lp2.hm.com/hmgoepprod?set=source[/53/e3/53e378afd84809b194ba079972103a5804bc6686.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
361,Jersey top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/10/3610f024925ae0c71f5ec45b1fc440f57305f7ba.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
362,Sports top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0c/13/0c133dc3b8daff064a85a213a46bedd7726cafc9.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
363,Patterned T-shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/a2/61/a2619fe82ccc834d0d558092a1e3e4c391a8e04e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
364,Running vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/96/32/9632c706e12a898c3e135c57c9b6cc87ab17ac7e.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
365,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/43/ef/43ef1f57d19dfda3d6492da9416e2897d373d430.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
366,Sports top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/fb/2e/fb2ead0121582dd3923f9ca8aae541c4b4b75b20.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
367,3-pack T-shirts Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/30/0f/300fd2312b307b541e03cfa3990772056e008d49.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
368,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/20/b0/20b03bbf5eb1aa23ea7a557a241c11b2260388d2.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
369,Jersey top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f5/a6/f5a626dcdbc7b94d68a7245d730d841d23dcd7e1.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
370,Sports top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/79/96/7996462ede141fe70b20293f2bdb2fe5ad7c4e37.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
371,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a4/cd/a4cd67d20cc3acbea832a8552cbba405925816df.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
372,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/7d/5f/7d5fa2a51e4b2cdb20201f79990a5e5d4e1bada7.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
373,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c9/75/c975cad454aa2c1f9810be98f5c6d7c4f1b5a662.jpg],origin[dam],category[men_sport_tops],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
374,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3d/75/3d758380c6dcd9b599647fe64cdefd41643b0f65.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
375,T-shirt Long FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/ee/f1eee953c1a79278a1d50aef8fc9c9fdface37ca.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
376,Block-patterned T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3f/ae/3fae98a3cd948223a44a1aa8b23ed6d7d4b05d10.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
377,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/49/97494cc408b6212c4848a023486403479553a579.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
378,Vest top Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e0/14/e014bd53edcca8afb64d19f3adae734a1d7ba0f1.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
379,Vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/8b/66/8b668acad4aaf4f00a442502277c60bc21a895e9.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
380,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/33/1c/331c799e2075f8dedb2e3534f12f7dd21f807b65.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
381,Cotton jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/1c/53/1c534919b6b5b36323ea7929e9d51def11a0a1dc.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
382,Sports vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/9d/54/9d54ce81b14597e3dc455aadb2a407894bf99a89.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
383,Running vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/d8/c7/d8c768744db4f5e5c1254fdfc32506de3c22fd32.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
384,Block-patterned T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/f0/00/f0001727579dc0309d1f56df9d629d8b4622ea00.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
385,Running top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/93/c6/93c610551c18cc00631ab4bcdef9b37bde2cc922.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
386,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/39/97/399742f03408a9e9833f3bc196305fd02074c94f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
387,Sports vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f8/a0/f8a00bd321f68adf19fb0bf51c5c4d50e55d3d9c.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
388,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/71/87/71875f53c899bf039e36f2e616250828e6c31f3e.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
389,Sweatshirt Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/00/9f/009fdf2a9cef00c9b33144830ff93d51a378b341.jpg],origin[dam],category[men_hoodiessweatshirts_sweatshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
390,Hoodie Relaxed FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/82/f9/82f9a0d1871d98ec4b991112a4008094c8c3c595.jpg],origin[dam],category[men_hoodiessweatshirts_hoodies],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
