,Description,Image_url
198,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b9/d7/b9d74a3b46d5dc450e3bfd11f2831f1d77c5bc30.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
199,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/35/22/35229466cb5aa0304edf6267ee7e0bc6b3c5b73c.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
200,Premium cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/bc/ad/bcadb13b2bc5b3b51f56c8826ee2ffb81e245395.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
201,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6e/83/6e83ce3f0136649661ca594ef9d745a02632bb36.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
202,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/44/d8/44d8f5304df08b0aed9b6d7a6c4d25fe29498a0b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
203,Long T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3d/46/3d46e19f34ce695b46b45787a309a4f65de7f4f7.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
204,Polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/9c/32/9c32afa65efd7cc9c8ddcb569469544ebea2847e.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
205,Silk-blend polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/45/c7/45c777e7cbfba7f24d458eb2597b4d5c70e64f42.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
206,T-shirt with a chest pocketModel,"http://lp2.hm.com/hmgoepprod?set=source[/07/fd/07fdb2ae963ceda6533011f193dd24a7165c6a53.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
207,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a1/a2/a1a2cb3aa62eb9b37e8967efb88b3ae86692abc3.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
208,COOLMAX® polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/82/ad/82ad4687e7f4bafe2154f982a94ff9cdc61f6804.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
209,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e4/fb/e4fb6ed3cb28a455c501878a2a10a07bd1297d27.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
210,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b4/12/b4121be6b6f2b7170b6ab06c92db39fa9065ce63.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
211,COOLMAX® polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4d/fd/4dfd5b8e3c6e0616fc6fbb5d0f733364131bdf7c.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
212,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/3b/07/3b070c884cd0f919201556f23799a5aa8fbbb2aa.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
213,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/af/d0/afd08508d01ed28dca245b5b5f1d07b0cc5a6bef.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
214,Long T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b7/69/b76903c60cc0caaf5d51974b7f9491e75f80d261.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
215,Polo shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/94/74/9474708ac5f240b45e207c129ab485d1bae64f09.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
216,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/7e/10/7e10a679c2d01da75dae72307180bf5e3ac9c189.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
217,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e1/f0/e1f0ae7ebcaa534cb2c85faf98b1160fe7de10eb.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
218,T-shirt Long FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/24/8f/248ffe7b451479d151cf878c35d0219324804310.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
219,Polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/fe/7a/fe7ae3a137e25ffdffccc8658948d81793b43447.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
220,Polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/80/65/806526036edcc98f2eb3136abb2c9e5730a04e8d.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
221,Cotton and silk T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b7/b5/b7b5f1893f37fe07db7a43ae462622c0b81811c5.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
222,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/32/1f/321fa75acd28cf463c23ab9a6bcffc427b1f765a.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
223,Piqué polo shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/36/cf/36cf3f9af5434ff3e4b3b781881c3844db4fcdd8.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
224,Patterned T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/8a/a1/8aa1de82c3b35dcf1e618b7b05c3805cc9057091.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
225,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/84/58/845877e6c9463c05227315b62b4eba6ac7c68b22.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
226,Round-neck T-shirt Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/61/fa/61fa91ec2999aa2ff592bbafc66b303dd49d7dcb.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
227,Cotton and silk T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c1/99/c199d47c5b89829cba6a5aac7c17427b7f5a69e3.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
228,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/70/eb/70ebb1c2692abd09b8e08b38d27aa60af16f1970.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
229,Baseball topModel,"http://lp2.hm.com/hmgoepprod?set=source[/a4/ba/a4ba7f4c00659831f405894876fb91a015be3c23.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
230,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/79/d0/79d0789402170b5b6088168fae15caef399aa746.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
231,Premium cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/0b/fc/0bfc313b299326dc08a3bdf9f0a7b9f7cc4428ba.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
232,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5b/f8/5bf8dd7269fdd73ccd0ec7b89b32aa1211941980.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
233,Zip-top polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/84/f6/84f602eb6ffa31485d62cf6de886b612f845c757.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
234,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/d7/ad/d7ad395bf053368e3f49df685a2c7d499c5232f2.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
235,Low-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/4f/a3/4fa3bc24c3cc794f453c4b73130da7bee2f793a0.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
236,Vest top with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/4d/d0/4dd0df246ce1d55feebeeeb2da1f799de4805d6c.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
237,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6b/c4/6bc441f61294b115955dcf8024eedeb8fe48d385.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
238,2-pack COOLMAX® vest topsModel,"http://lp2.hm.com/hmgoepprod?set=source[/d8/05/d8055c67b26337286d1f34cd448ef01b932fb0c0.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
239,Cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/62/77/62777638ec0b674d76788ed7cb34e99f1e71e8e8.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
240,T-shirt with panelsModel,"http://lp2.hm.com/hmgoepprod?set=source[/be/5d/be5d05f64c6fe449cacafd89eab99ef4e7c1a75c.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
241,Running vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/1a/21/1a21155ec12df5f14fa38e7ebb3970539f31e665.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
242,Sports vest top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/41/50/4150d51e9531b8020f03b9bdfda3e986c652ddc5.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
243,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/16/bd/16bd9892df481ae7c12be354de132dde2d4a7d98.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
244,Grandad collar polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/63/5f/635fbe05ee6db08d34b40e9481530f5abdfd9353.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
245,Low-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2c/17/2c1766ed2a1aeae9e859da6aee19aa93e58703a2.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
246,Premium cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/fd/e5/fde520da71519223ab2e7b432606e44666e12c38.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
247,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/d7/75/d775a2093c59b182d8d3a3d11c649252dfbabd0f.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
248,Running top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/5e/fa/5efaba05b5dddd59419f59f61f88553d17994df9.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
249,Vest top with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/05/d6/05d619f600ab661262771fab6cc399c957f70f7e.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
250,Printed jersey topModel,"http://lp2.hm.com/hmgoepprod?set=source[/2c/a2/2ca2a9ff9f9e77199e6b2fecb8ee6cc604e58a4d.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
251,Slub jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/4e/b8/4eb87cfbbe8c16cc966bd992259a2dfcd054233b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
252,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/da/40/da400a8a18f22628cb87f622c92189ce11075471.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
253,Long T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/00/55/0055bf9e51bdd9b63f7137a6e92d943832ce8bdd.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
254,3-pack polo shirtsModel,"http://lp2.hm.com/hmgoepprod?set=source[/ad/20/ad20cd0de834daa91635cc2796e7383523323daf.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
255,Pima cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/fb/a4/fba409e59ffdd1ffc962efda181d61d4dc74bfa1.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
256,T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e6/45/e645ea306fcf2c25a213f9843fbdf1e2dcffbd36.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
257,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/be/d0/bed06d673e51ecaf3e9971f1398de76b51fdaf78.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
258,Low-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/e4/bb/e4bb7a4d6ce2d5b2189283e7e3ca2a3a5b9260c1.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
259,Low-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/e4/dee4991f3f2d2d89fa223a7d4fc42427fc4d3baa.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
260,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/46/6e/466e07093a5def488155dfbc38254c64faf39708.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
261,Premium cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/e6/ca/e6cab136dcde3a05fb98c68a0ef8b39435fd14bc.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
262,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/a8/0b/a80b0588ebd0ac41199bb7737adc2495c922b7af.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
263,Sports top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/c4/e1/c4e1e46c39d451644ff4cd24152c13a09b4fd7da.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
264,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/a1/36/a136398e2c049bd3b26a0adc41712c56fc96ec9d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
265,Vest top with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/b2/b4/b2b48f164bee529410478a482ea6192515a176d7.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
266,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/42/80/4280b9f1ec2fa2a5e642cb380bcb9b4bea1ad5a8.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
267,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/53/4b/534b0cf97c2ff6a6877dfe949aa00e756bd03099.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
268,Patterned T-shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/33/92/3392e7732683a9bbeec08e8604df9de1245b8c04.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
269,Cotton vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/e3/b9/e3b9ab9cf7f89cd6bde4143e6ae9b112af0ba0a8.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
270,Round-neck T-shirt Muscle FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/9d/cc/9dcc254233b08eb545e1a5fa011b842d20945759.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
271,Premium cotton polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/6c/1b/6c1beb80d0f6d7481946f153656a6704c9675178.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
272,T-shirt with a chest pocketModel,"http://lp2.hm.com/hmgoepprod?set=source[/42/8a/428abf051263b27989ab9e00f54ae721bafc9213.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
273,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/d2/5c/d25c035f2da1b138090c03cd951d4f7816515ec2.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[1]&call=url[file:/product/style]"
274,Printed jersey topModel,"http://lp2.hm.com/hmgoepprod?set=source[/77/5d/775dcb7e90c4ed778b87a9e72bb7255c1b9f79d3.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
275,Raw-edge T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/af/cb/afcb6705b28b6981af64c5c17770a7546a6aca81.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
276,Vest top with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/bb/43/bb4361a3963cb8875d32028cee6f38e8dfaf675a.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
277,Running vest top Regular FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/f1/8b/f18b5650c9b7cc61cc33f9ad8c1c8d99f06bdd1b.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
278,T-shirt with a chest pocketModel,"http://lp2.hm.com/hmgoepprod?set=source[/2e/23/2e2364425e65b3f5f9e805bd0ef029ae558d7c9d.jpg],origin[dam],category[men_edition_tshirts],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
279,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/49/8d/498df1abad71ac83ce6638d3cc016648b1954d74.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
280,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/c6/07/c607449a09b4e088f80ea7ef7413af94de1e5294.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
281,Cotton T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/d0/44/d044baef946f3468696ea690489088b60963d633.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
282,V-neck T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/0b/47/0b47a38fc63a796049d5082ce55616b556b8975b.jpg],origin[dam],category[men_tshirtstanks_bestbasics],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
283,Round-necked T-shirt Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/4d/99/4d99e5caf9f97d4f86765f0e4c1c6664804d0e11.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
284,Cotton vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/b3/22/b3223461e5d658195d0b3e118dcc45f54e5c3e9e.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
285,Sports vest top Loose FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/eb/67/eb675aa9fb5e9060ba4aac410c1394b1856d8cfe.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
286,Print-motif vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/d0/14/d01495cf1050add22dcb90f0bf4d8c91ebfeb6e7.jpg],origin[dam],category[],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
287,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/97/a5/97a579fc43b48718c202fe224ec45dd1210e5198.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
288,Sports top Slim FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/52/7f/527f83abe434f1c84081f69e9dc0e0440ed9c2ad.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
289,COOLMAX® T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/8a/6f/8a6f46d7a73cf189e7edd69cc36fa4177466794b.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
290,T-shirt with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/50/9c/509ca7636a492aa64a927adf4b55ce727ef9ea15.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
291,COOLMAX® polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/ee/6c/ee6c86813192cf777bc6a36912ab3a7767184197.jpg],origin[dam],category[MEN_TSHIRTSTANKS_POLO],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
292,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/81/15/8115837f7cdd2e79152847147865583491ae461c.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
293,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/2d/29/2d29dda392393b95abb20a7d27994bdf7800e014.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
294,Vest top with a motifModel,"http://lp2.hm.com/hmgoepprod?set=source[/a6/6d/a66d93bbdf943fe266aad93b3d7b6c6615192346.jpg],origin[dam],category[men_tshirtstanks_tanks],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
295,Cotton jersey T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/b3/6a/b36af01e7208a7b2b774583c0aaa778ba961e46d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
296,Sports vest topModel,"http://lp2.hm.com/hmgoepprod?set=source[/18/5b/185b18afafbf42c4d879b923fe890d87f79d5697.jpg],origin[dam],category[men_sport_tops],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
297,Grandad collar polo shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/34/52/3452808c0e16f75bafeb6a292e9015347d1970db.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
298,Printed T-shirtModel,"http://lp2.hm.com/hmgoepprod?set=source[/de/8b/de8bd9abd460f959163576f1876609633d1de70d.jpg],origin[dam],category[men_tshirtstanks_shortsleeve],type[DESCRIPTIVESTILLLIFE],res[m],hmver[2]&call=url[file:/product/style]"
299,Long-sleeved top Long FitModel,"http://lp2.hm.com/hmgoepprod?set=source[/2e/0a/2e0af8814be135de3c6ac40f5a8bd2307e7c3231.jpg],origin[dam],category[men_tshirtstanks_longsleeve],type[LOOKBOOK],res[m],hmver[1]&call=url[file:/product/style]"
